text,true_label,pred_prob,pred_label,pred_cat
 Tencent revealed the real number of deaths.		,0,0.00047845062,,不确定
#IndiaTodayMagazine #IndiaTodayInsights  ",1,0.00052203843,,不确定
"A group of migrated Pakistani Hindu doctors want to  join India's Covid-19 fight
#IndiaFightsCorona #CoronavirusCrisis #Covid19 #Pakistan  ",1,0.0005585968,,不确定
"These police personnel possibly came contact with Covid-19 patients while performing their duty during lockdown 
#Maharashtra #Covid19  ",1,0.0004853181,,不确定
"Covid-19 cases in #Gujarat breach 1200 mark
#IndiaFightsCorona #CoronavirusCrisis #Covid19  ",1,0.0010698815,,不确定
"The Delhi High Court has declined to interfere with the Centre and Air India's decision to operate chartered flights to repatriate foreign nationals to their respective countries during the Covid-19 pandemic.
#Travel #Flights #IndiaFightsCorona  ",1,0.00053466536,,不确定
"CSIR along with Gujarat-based pharma-giant Cadila Healthcare Ltd would be working on Mw vaccine for Covid-19.
#CoronavirusOutbreak (@Milan_reports)  ",1,0.0005748239,,不确定
"Over 2,100 new Covid-19 cases reported in 24 hours
#IndiaFightsCorona #CoronavirusCrisis #Covid19  ",1,0.0007144497,,不确定
"#CoronavirusCrisis | Health Ministry's briefing on COVID-19 situation in the country
#IndiaFightsCorona  ",1,0.0007629733,,不确定
"The West Bengal government has decided to deploy armed police in parts of the state which have been identified as 'red zones'- the areas where Covid-19 is severe.
#CoronavirusOutbreak (@iindrojit)  ",1,0.0006957497,,不确定
"Best experts on COVID-19, #Exclusive interviews and 360-degree analysis of the impact of #Coronavirus crisis. That is why India Today is ahead, India Today is No. 1. 
#IndiaTodayNo1 #Promo pic.twitter.com/XZWxxqggUK",1,0.004825969,,不确定
"As #TamilNadu continues to battle #coronavirus, India Today visited a testing centre established in a #COVID hotspot zone in #Chennai.
(@Akshayanath) 
#ITVideo pic.twitter.com/s9M7CXN4Lo",1,0.0050150133,,不确定
"Rajnath Singh Chairs COVID-19 Meet, Opening Of Activities Discussed    #NDTVNewsBeeps pic.twitter.com/pUKuQcTGDx",1,0.00053835387,,不确定
Singapore reports 942 new COVID-19 cases in record daily jump    pic.twitter.com/na1e7MLBxH,1,0.0004954034,,不确定
"WHO unsure antibodies protect against COVID, little sign of herd immunity    pic.twitter.com/f9mAmfQHmp",1,0.00046699535,,不确定
Gilead increases enrollment target for remdesivir trial in COVID-19 patients    pic.twitter.com/gR4fYJrbvX,1,0.00055743934,,不确定
UK tells doctors to treat COVID-19 patients without full-length gowns due to shortage - report    pic.twitter.com/9eJvhjBP5v,1,0.00046937467,,不确定
Manmohan Singh will head a consultative group of the Congress on COVID-19 | @fewcan  ,1,0.00052896934,,不确定
"Just in: With one more #COVID19 positve case in Bihar the total number goes up to 86. A 32 year old lady from Patna has been detected as COVID-19 positive case and admitted to AIIMS, Patna. Her contact trace is yet to be ascertained.
More updates:   ",1,0.00049903704,,不确定
"Just in: Madhya Pradesh recorded 92 new COVID-19 cases on Saturday, taking the count to 1402. So far, 69 patients have died of the disease and 127 recovered from it, according to the State Health bulletin.
More updates:   ",1,0.00069832633,,不确定
Raymond Copeland raised 3 girls as a single father after their mother died. His job with the NYC Department of Sanitation put him on the front lines as an essential employee. He died from complications of Covid-19 at 46.   ,1,0.0006664876,,不确定
"Immunity will become a societal advantage.

""It will be a frightening schism, Dr. David Nabarro, a WHO special envoy on Covid-19 predicted. ""Those with antibodies will be able to travel and work, and the rest will be discriminated against.    pic.twitter.com/UXy5ClNLQB",1,0.0005276931,,不确定
An unexpected surge in Covid-19 patients with kidney failure has left doctors facing new life-and-death calculations as demand for dialysis soars   ,1,0.00074752077,,不确定
"First, the numbers:

146,000  that's how many people on average were tested for the coronavirus each day in the U.S. this month, according to the COVID Tracking Project.

500,000 to 700,000  that's how many daily tests are needed to reopen by mid-May, the Harvard estimates say.",1,0.0015999359,,不确定
"The coronavirus pandemic has turned people's financial lives upside down. So, we've answered your most pressing personal finance questions on the economic fallout of covid-19.   ",1,0.0005550278,,不确定
"The coronavirus pandemic has turned people's financial lives upside down. So, we've answered your most pressing personal finance questions on the economic fallout of covid-19.   ",1,0.0005550278,,不确定
"Trump warns China over Covid-19 outbreak as Europe approaches 100,000 deaths   ",1,0.0005041747,,不确定
Florida: endangered sea turtles thriving thanks to Covid-19 restrictions   ,1,0.00065017614,,不确定
PGA Tour plans on using a million Covid-19 test kits to complete season   ,1,0.0009173267,,不确定
#CoronavirusPandemic | COVID-19 cases tally in #Agra reaches 241.  ,1,0.0007940961,,不确定
"Covid-19 does not see race or religion, tweets PM; Active cases in Goa drop to 0
#Coronavirus live updates:    pic.twitter.com/5KAAMaBeHs",1,0.0018583123,,不确定
"COVID-19 tracker: #Gujarat has pushed out #Rajasthan from the list of top 5 to become the fourth most affected state with 1,376 confirmed cases. 
#DIU
Read LIVE updates    pic.twitter.com/tCzHJgdu6m",1,0.0010751059,,不确定
"Sonia Gandhi has suggested a two-year ban on all govt advertising to media in the wake of COVID-19 crisis. We have opened the access to India Today e-Magazine from all your devices absolutely free. To access your copy, click:   
#IndiaTodayMagazine #Promo pic.twitter.com/BZPVvXtJee",1,0.0019453156,,不确定
NITI Aayog CEO Amitabh Kant says data gathered by #AarogyaSetu won't be used for any other purpose except COVID-19 medical examination. We have opened access to India Today e-Magazine from all your devices. Click to access your free #IndiaTodayMagazine:    pic.twitter.com/nTb2CbTJog,1,0.0011414025,,不确定
"#Kerala's pandemic fighting skills and fabled healthcare system have helped it beat back COVID-19. We have opened the access to India Today e-Magazine from all your devices absolutely free. To access your copy, click:   
#IndiaTodayMagazine #Promo pic.twitter.com/B0JcNyXQlD",1,0.0007470261,,不确定
"38 patients from same place in third-biggest #COVID-19 hotspot in Delhi

Read more here:    pic.twitter.com/7L0eqWV2tW",1,0.00049297576,,不确定
Robert Vadra donates 60 #COVID protection kits to Delhi medical school    pic.twitter.com/GrksrMy3sG,1,0.0005517589,,不确定
"""#COVID-19 does not see race, religion, caste before striking"": PM Modi

Read more here:    pic.twitter.com/kExYMXjHpq",1,0.00082918303,,不确定
"""COVID-19 Does Not See Race, Religion, Caste Before Striking"": PM Modi    #NDTVNewsBeeps pic.twitter.com/rJuzRNGsEh",1,0.0010220244,,不确定
"#Covid_19 does not see race, religion, caste before striking"": PM Modi    pic.twitter.com/Gs6Ju9rt4O",1,0.0009409037,,不确定
Case filed after UP hospital's ad says Muslims must test for #Covid_19    pic.twitter.com/obhzN7Udx9,1,0.0005161298,,不确定
Manipur has no #COVID-19 positive case as of Sunday: Chief Minister    pic.twitter.com/Ns1edWiv7B,1,0.000579571,,不确定
"In a bid to spread awareness about the severity of the #coronavirus pandemic, police installs COVID themed effigy in Nagpur, Maharashtra. 

(ð¸: ANI)  pic.twitter.com/iizh5n2em4",1,0.00069599005,,不确定
"Facing an extended #lockdown till May 3 owing to the COVID-19 pandemic, the #SupremeCourt has informed that death penalty and family law cases will be heard through video-conferencing if the parties consent.  ",1,0.0005631094,,不确定
"#Lockdown | As their ""token assistance to the needy during the lockdown over the COVID-19 pandemic, a family owning a market complex at #Odisha's Koraput district has done away with the monthly rent payable for April for all 38 shops in the complex.  ",1,0.00062952074,,不确定
"Even as #SriLanka's health authorities continue fighting COVID-19, which has so far affected 269 persons, the government and Opposition parties have expressed conflicting views on holding #poll during the raging global pandemic.  ",1,0.0006492579,,不确定
#Kerala will gradually ease COVID-19 #lockdown restrictions in at least seven of its 14 districts from Monday.  ,1,0.000489763,,不确定
"The PIL said irrespective of the MHA order, various landlords were forcing tenant students to pay full rent.   
#Covid_19 #SupremeCourt",1,0.00068493444,,不确定
"Data | Click the link below to track the total number of confirmed #COVID-19 cases and related #deaths, and the testing rates across States and U.T.s  ",1,0.0012245405,,不确定
"An auto driver who donated all his cash despite not having enough to eat has helped the police in an #ArunachalPradesh district add wheels to a community kitchen concept that has become the template for others to follow   
#covid_19",1,0.0009214528,,不确定
"In a major spike in #COVID-19 cases, the #ICMR reported that a total of 16,365 individuals have now been confirmed #positive in the country  ",1,0.00055421016,,不确定
"#Gujarat reported an increase of 277 new #COVID-19 cases, the sharpest single day jump, and 12 deaths, taking the State's total to 1,376 cases and 53 deaths

  ",1,0.00062693376,,不确定
"Just in | Two more positive cases of COVID-19 detected in Bihar from Nalanda and Buxar district, a male and a female. The total number of #COVID19 positive cases in #Bihar goes up to 89. 
- @AmarnathTewary reports",1,0.00064159045,,不确定
"Nearly 60% of sailors from France's flagship aircraft carrier, the Charles de Gaulle, tested positive for Covid-19. 3 months later, this has led to questions, finger-pointing and investigations.   ",1,0.0004966451,,不确定
"Covid-19 is arguably the leading cause of death in the U.S. right now. It has killed over 1,800 Americans almost every day since April 7  heart disease typically kills 1,774 Americans a day, and cancer kills 1,641.

Here's what experts say to expect next.
  ",1,0.0007995781,,不确定
"The FDA eased its rules and allowed antibody tests, many made in China, to be sold in the U.S. without formal review. The agency has since warned that some firms marketing antibody tests falsely claimed that they had federal approval or that they could diagnose Covid-19.  pic.twitter.com/PIZ3flWlMz",1,0.0013045279,,不确定
"Denied a diploma, April Dunn made sure other students with disabilities had options. She died of covid-19.   ",1,0.0005613497,,不确定
India coronavirus: Should people pay for their own Covid-19 tests?   ,1,0.00051115494,,不确定
"A further 449 people have died with Covid-19 in the UK, bringing the total number of deaths of those in hospitals with the virus to 16,509

124,743 people have tested positive for coronavirus

   pic.twitter.com/pxMqNov6Pn",1,0.0006487392,,不确定
People have been awakened': seeking Covid-19 answers in Wuhan   ,1,0.00056495605,,不确定
Mexican criminal groups see Covid-19 crisis as opportunity to gain more power   ,1,0.0005548881,,不确定
London death shines light on Covid-19 threat to local shopworkers   ,1,0.000488185,,不确定
Fauci warns Covid-19 cases could surge if stay-home orders lifted too quickly   ,1,0.00055452995,,不确定
WHO warns that few have developed antibodies to Covid-19   ,1,0.00048744815,,不确定
UK Covid-19 furlough scheme opens to flood of claims   ,1,0.0005946303,,不确定
No way food safety not compromised': US regulation rollbacks during Covid-19 criticised   ,1,0.0014354701,,不确定
Air pollution may be 'key contributor' to Covid-19 deaths  study   ,1,0.0005227379,,不确定
"#CoronavirusCrisis | 9 COVID-19 patients died on Monday, taking the death toll in #Maharashtra to 232.
#IndiaFightsCorona  ",1,0.00080412964,,不确定
"#CoronavirusCrisis | COVID-19 death toll has risen to 559 and the number of cases has risen to 17,656 across the country. #IndiaFightsCorona  ",1,0.001061826,,不确定
"#CoronavirusCrisis | The number of COVID-19 cases now stood at 3,090 in #Maharashtra. #IndiaFightsCorona  ",1,0.000639636,,不确定
"#CoronavirusCrisis | India fares better than most of the countries, but there are some which did a much better job in handling the COVID-19 outbreak. #DIU
(By @NikhilRampal1)  ",1,0.00049238844,,不确定
"#Indian steel demand is expected to plunge to multi-year lows in 2020.
#Covid_19india #Business  ",1,0.00045264128,,不确定
"Locals oppose burial of doctor who died due to covid-19, protest outside cemetery.
India Today's @shalinilobo93 gets you more on this
Watch #5iveLive with @ShivAroor:    pic.twitter.com/nmBXkNiZ2c",1,0.0006961546,,不确定
"#TamilNadu: Doctors die fighting COVID-19; locals oppose their burial. India Today's @shalinilobo93 joins in with more details. #CoronavirusCrisis
#5iveLive with @ShivAroor LIVE at    pic.twitter.com/eQjGPrhq9m",1,0.00063025724,,不确定
"#IndiaTodayExclusive | #Chennai residents oppose burial of Dr Simon who died of COVID-19. His friend Dr Pradeep Kumar narrates the emotional ordeal. 
#7at7 with @Ankit_Tyagi01
 LIVE at    pic.twitter.com/fFOizXNKhR",1,0.00089604466,,不确定
"COVID-19: Hospitals in Kolkata are taking necessary precautions to avoid the transmission of #Coronavirus. @ManogyaLoiwal visits one such hospital to bring this #ReporterDiary.
More videos    pic.twitter.com/gOHBJxnJuW",1,0.0009317617,,不确定
"Bengal Pins COVID-19 Testing Delays On ""Defective Kits"" From Medical Body    #NDTVNewsBeeps #coronavirusoutbreak pic.twitter.com/k8y1vZ95dg",1,0.0007245221,,不确定
#COVID-19 kits supplied by ICMR-NICED defective: West Bengal government    pic.twitter.com/zjhiMvYijx,1,0.0010374932,,不确定
#COVID-19 cases doubling rate slows to 7.5 days compared to 3.4: centre    pic.twitter.com/zhhMJlzyOM,1,0.0008351279,,不确定
"80% COVID-19 Cases In India Asymptomatic, Worrying: Top Scientist to NDTV    #NDTVNewsBeeps #coronavirusoutbreak pic.twitter.com/83iW8M0T75",1,0.00081774825,,不确定
"Dr SK Sarin, Chairman, Delhi Government COVID Panel on @LRC_NDTV pic.twitter.com/K29TXh03zQ",1,0.0007316224,,不确定
"Odisha government organised a COVID-19 rapid test camp for journalists and other frontline workers in Bhubaneshwar today. 

(Photos: ANI)  pic.twitter.com/tQIOuO9bfQ",1,0.0011746326,,不确定
"Watch | ""Our challenge is when someone becomes pre-symptomatic from asymptomatic"": Dr SK Sarin, Chairman, Delhi Government COVID-19 Panel

@LRC_NDTV #CoronavirusPandemic pic.twitter.com/m6nD6tRqXI",1,0.0007381267,,不确定
Prince Philip breaks retirement silence to thank those fighting COVID-19    pic.twitter.com/6JFsjghuMM,1,0.00052385574,,不确定
Prince Philip breaks retirement silence to thank those fighting COVID-19    pic.twitter.com/9VUv8wyv7M,1,0.00052385574,,不确定
"England's COVID-19 hospital death toll rises 429 to 14,829, lowest rise in two weeks    pic.twitter.com/Aak1O2VvBo",1,0.0007583755,,不确定
"Podcast | Questions are being raised against #WHO over its handling of the COVID-19 pandemic. Also, the U.S. said it will cut its funding to the WHO. Is the criticism justified and where does the world body go from here? Listen to #ShashiTharoor's take.  ",1,0.0005269292,,不确定
"Feeding monkeys during the COVID-19 pandemic could have profoundly negative effects in the long-term, such as helping the SARS-CoV-2 virus mutate and infect primates, biologists say.
  ",1,0.00061227015,,不确定
Confusion and chaos prevailed in the town as people started pouring in when the authorities relaxed the COVID-19 lockdown restrictions on Monday. #Kerala #Coronavirus  ,1,0.0004820491,,不确定
"It could ""take years to work out"" why there are so many more deaths with no link to coronavirus, says Nick Stripe of the ONS 

People may be avoiding hospital, or there could be underreporting of Covid-19 deaths  

   pic.twitter.com/XmQTWFayfX",1,0.00045069001,,不确定
UK's first Sikh A&E consultant dies at his hospital after Covid-19 diagnosis   ,1,0.0007789747,,不确定
Boy with Covid-19 did not transmit disease to more than 170 contacts   ,1,0.00061360875,,不确定
"US anti-lockdown rallies could cause surge in Covid-19 cases, experts warn   ",1,0.0005318683,,不确定
Australia's coronavirus victims: Covid-19 related deaths across the country   ,1,0.0005893562,,不确定
"#CoronavirusPandemic | The total number of COVID-19 cases in #Bangladesh has reached 3,382.  ",1,0.0006481308,,不确定
"#CoronavirusCrisis | Maulana Saad said most of the members who were quarantined did not have any infection and they tested negative for COVID-19.

  ",1,0.00086581195,,不确定
"2 more gas tragedy victims die of Covid-19 in Bhopal
Latest #Coronavirus news:    pic.twitter.com/wWYYxCMX1U",1,0.0005574808,,不确定
"Donald Trump Says Will ""Temporarily Suspend"" Immigration Over COVID-19    #NDTVNewsBeeps #COVID19Pandemic pic.twitter.com/Iav2OxpoJy",1,0.00077201985,,不确定
"#COVID19 updates from Health Ministry: One stop solution.

ªï¸   : Anytime, anywhere on-site delivery of training material
ªï¸ Accessible through any device
ªï¸ 53 modules, 29 training documents available
ªï¸ All about COVID-19 management",1,0.000919178,,不确定
COVID-19 death toll in England 41% higher than early data suggested: ONS    pic.twitter.com/fFZ0W4AZbq,1,0.0009269775,,不确定
COVID hospitalisations starting to decline in London but not rest of UK    pic.twitter.com/QIX7pYGFjr,1,0.0005773346,,不确定
"England's COVID-19 hospital death toll rises 778 to 15,607    pic.twitter.com/On7hAnqPKl",1,0.0007875228,,不确定
"UK's COVID-19 death toll is far higher than daily figure, data suggests    pic.twitter.com/jYskQyiBVr",1,0.0006099204,,不确定
COVID-19 death toll in England 41% higher than early data suggested: ONS    pic.twitter.com/scYoRekRVC,1,0.0009269775,,不确定
"Daily Briefing: Oil shock 2020 - with COVID-19 related lockdowns in most countries likely to be extended or at least maintained in some form, physical demand for crude should remain low   ",1,0.00057700765,,不确定
"The Health Ministry on Tuesday issued guidelines for bringing home the remains of confirmed or suspected COVID-19 patients.
#COVID19 #HealthMinistry  ",1,0.000940195,,不确定
"In order to tighten the COVID-19 lockdown restrictions, the Police department has started using drones besides installing CCTV cameras at Malavalli in Mandya distric.
#Karnataka #COVID19  ",1,0.0005966525,,不确定
"The COVID-19 situation is ""especially serious in Mumbai, Pune, Indore, Jaipur, Kolkata and a few other places in West Bengal, the Home Ministry said on April 20
#COVID19 #HomeMinistry  ",1,0.0019591558,,不确定
"Imran Khan may be tested for the COVID-19 or asked to go into isolation after meeting a well-known philanthropist who tested positive for the infection.
#ImranKhan #Pakistan #COVID19  ",1,0.0005339673,,不确定
"The Trinamool Congress has accused the Central government of fighting the States while they are busy fighting COVID-19. 
#TMC #COVID19  ",1,0.00063270406,,不确定
"COVID-19 is not different from how influenza viruses attack the body. Therefore, the immune system has a predictable response to it.
#COVID19 #coronavirus  ",1,0.00055798073,,不确定
"In a bid to help companies keep their customers updated about business hours or services that have changed owing to COVID-19, Google has introduced new Optimize features and some useful tips.
#COVID19 #Google  ",1,0.00057144056,,不确定
"Just in | Deaths due to COVID-19 in West Bengal have increased to 15, three more deaths have been  reported in the last 24 hours. Total number of active cases are at 274. 713 samples have been tested since yesterday. 
#COVID19 #WestBengal
- @shivsahays",1,0.0006640716,,不确定
"Just in | The COVID-19 death toll in UP hit 21 on Tuesday with three new deaths, two in Moradabad and one in Aligarh, as per the UP Directorate of Health Services, reports @omar7rashid
#UttarPradesh #coronavirusinindia",1,0.0006819858,,不确定
"Just in | The tally of COVID-19 positive persons in Rajasthan increases to 1,735 with the detection of 159 cases from 12 districts today. The highest number of 72 patients were found in Jaipur.
#Rajasthan #COVID19",1,0.0010530335,,不确定
"Just in | Maharashtra reports yet another massive surge in Covid-19 positive cases, with 552 new cases in a single day taking the cumulative State tally to 5218, reports @ShoumojitB
#Maharashtra #COIVD19",1,0.00074860867,,不确定
"Just in | A doctor tests positive for Coronavirus in Baramulla, second such case since the outbreak of COVID-19 in J&K: Officials at Baramulla hospital.
- @peerashiq
#Coronavirus #JammuAndKashmir",1,0.000565611,,不确定
"Just In | 30 media persons, mostly with  the electronic media were tested for COVID-19 by Gurugram administration on Tuesday. Tests were conducted with Rapid Test Kits. All samples tested negative.  
- @berwaltweets",1,0.00076228235,,不确定
"Many journalists who are working from the frontline are getting COVID-19; we have decided to create a centre for the free testing of all journalists which will start functioning from tomorrow where they can go and get free tests done, the Chief Minister said.",1,0.0005433239,,不确定
"Just in | Dharavi reports 12 new cases on Tuesday including its 12th death so far. The deceased is a 62 year-old man from Mukund Nagar, a COVID-19 hotspot, reports @worthwords01
#Dharavi #COVID19",1,0.0007416406,,不确定
"Just in | 13 more COVID-19 positive cases in Bihar were reported, taking the state's tally to 126. Out of 13,  four cases are from Buxar, one from Patna and another Rohtas district each and seven from Munger district, reports @AmarnathTewary",1,0.00072542846,,不确定
The difference between official Covid-19 deaths and the number of people who died beyond what would be expected in a typical year is particularly stark in countries that have been slow to acknowledge the scope of the virus.    pic.twitter.com/vYAnriAtN9,1,0.0005840108,,不确定
"The coronavirus is far deadlier than official numbers show. A New York Times analysis of 11 countries found that at least 28,000 more people have died in the last month than is reflected in official Covid-19 death counts for those nations.   ",1,0.0008082151,,不确定
"When Brittainy Newman had mild Covid-19 symptoms, her mother had to fight the instinct to be close in their shared New York apartment. 

""Isolation is hard. We are wired for connection.    pic.twitter.com/CGcMTSWrAS",1,0.001172097,,不确定
First California police officer killed by covid-19 inspires kindness   ,1,0.0004889762,,不确定
"Covid-19 death toll passes 1,000 in region as Scripps National Spelling Bee is canceled   ",1,0.0007767826,,不确定
Coronavirus: Facebook launches UK Covid-19 symptom survey   ,1,0.00047028874,,不确定
"A further 759 people have died in hospital in the UK with Covid-19, taking the total to 18,100

133,495 people have tested positive for coronavirus

   pic.twitter.com/3zhhDtXCgF",1,0.0005355988,,不确定
"New COVID-NET data reported more than 6,000 #COVID19 hospitalizations. Of these, almost 2,000 had race/ethnicity info. When compared to residents in COVID-NET counties, Non-Hispanic black people were disproportionately affected by COVID-19 hospitalizations    pic.twitter.com/cei7elmBM7",1,0.00083977357,,不确定
"Updated on April 22: 50 U.S. states, D.C., & 4 U.S. territories have reported cases of #COVID19. Of those, 27 report COVID-19 cases are widespread. This is 7 fewer states reporting widespread cases than last week. Learn more:    pic.twitter.com/XJAdbpOakR",1,0.004763942,,不确定
"Ethnic minorities dying of Covid-19 at higher rate, analysis shows   ",1,0.0007424148,,不确定
EU turns up pressure on Matt Hancock over Covid-19 PPE scheme   ,1,0.0007075531,,不确定
Psychiatrists fear surge of Covid-19 cases in UK mental health units   ,1,0.0005341033,,不确定
Marianne Faithfull discharged from hospital after 22 days fighting Covid-19   ,1,0.00057504646,,不确定
Labor accuses Coalition of using Covid-19 to dust off ideological IR 'obsessions'   ,1,0.0004518972,,不确定
"More than 1,000 foreign workers, including Indian nationals, are among 1,016 new COVID-19 cases confirmed in #Singapore on Wednesday noon, according to official figures.
#CoronavirusCrisis #Covid19  ",1,0.00066599454,,不确定
"Richard Horton believes that even with a vaccine for Covid-19, things will not go back to normal.
#CoronavirusCrisis #Covid19 #World  ",1,0.0008307011,,不确定
"BMC has decided to conduct a special survey to identify senior citizens who are vulnerable to contract Covid-19 in #Mumbai. 
#IndiaFightsCorona #CoronavirusCrisis #Covid19 
(@kamleshsutar )  ",1,0.00055886793,,不确定
"An employee of the ministry who had attended office on 15 April 2020, has tested positive for COVID-19 on 21st April.

  ",1,0.0008423708,,不确定
"#Assam government today announced that it will be conducting Covid-19 tests of media persons in the state.
#IndiaFightsCorona #CoronavirusCrisis #Covid19  ",1,0.0036268714,,不确定
"ICMR says RT-PCR test remains primary diagnostic tool for Covid-19
#IndiaFightsCorona #CoronavirusCrisis #Covid19  ",1,0.00055050175,,不确定
"Speaking to India Today TV @adarpoonawalla said that the need of the hour is to make a Covid-19 vaccine accessible to as many as possible.
#IndiaFightsCorona #CoronavirusCrisis #Covid19  ",1,0.0012160753,,不确定
"How effective will plasma therapy be for treatment of #COVID19? Dr SK Sarin (Delhi Government COVID Panel) and Dr Sangeeta Pathak (Max Hospital) share their views. 
Watch #TTP with @PreetiChoudhry:    pic.twitter.com/VmCmsi8Oep",1,0.0006027549,,不确定
"COVID-19: Coronavirus Cases In India Jump To 19,984; 50 Deaths In 24 Hours    #NDTVNewsBeeps #coronavirusoutbreak pic.twitter.com/ltai5KKlMO",1,0.0016564785,,不确定
6 IIT Students' Job Offers Revoked: How COVID-19 Is Impacting Placements    #NDTVNewsBeeps #coronavirus pic.twitter.com/fkc4kgXLSU,1,0.0009127906,,不确定
"Bill Gates writes to PM, praises him for India's ""exceptional digital capabilities in its COVID-19 response"" and the #AarogyaSetu app. pic.twitter.com/1gB99O86a6",1,0.00066598883,,不确定
"Watch | ""Those under Ayushman Bharat scheme can avail benefits for covid and non-covid diseases from hospitals not on its panel"": Union Minister Prakash Javadekar. #CoronavirusPandemic pic.twitter.com/4tVoVAbs40",1,0.0010024433,,不确定
#CoronavirusOutbreak | Delhi Government constitutes committee to look into #COVID19 deaths. All covid-related deaths to be reported to this panel. Death numbers to be given out only after committee approves.,1,0.0004642073,,不确定
".@OnReality_Check | ""At all times, at the back of your mind, you know that you are working in an infected atmosphere so there is a fear"": Dr Anjan Trikha, Chairman of Clinical Managerial Group Covid Centre, AIIMS  pic.twitter.com/j4TTAxP25p",1,0.0005402795,,不确定
"Chief of centre's COVID-19 inspection team writes to West Bengal government, seeks detailed report of #coronavirus situation in the state. pic.twitter.com/p8h48b0WQn",1,0.0005544396,,不确定
"Alarmed as COVID patients' blood thickened, New York doctors try new treatments    pic.twitter.com/e2EaMBiG6A",1,0.0017596901,,不确定
"Alarmed as COVID patients' blood thickened, New York doctors try new treatments    pic.twitter.com/VYi7EfQIqJ",1,0.0017596901,,不确定
Dominic Raab says 69 health care workers have died from COVID-19  pic.twitter.com/IwYLDGrX1S,1,0.00066945364,,不确定
"The Union Cabinet on Wednesday approved a ¹15,000-crore investment package for the COVID-19 emergency response and health system preparedness, the government said in a statement.
#COVID19 #UnionCabinet  ",1,0.0005963817,,不确定
"India on Wednesday sent 23 tonnes of essential medicines to Nepal to help it fight the coronavirus (COVID-19) pandemic which has infected 45 people in the country.
#India #COVID19 #Nepal  ",1,0.0010670162,,不确定
"Chief Minister Pinarayi Vijayan has said the government is temporarily setting aside a part of the salary of State employees to help it tide over the COVID-19-induced financial crisis.
#COVID19 #Kerala  ",1,0.00084958493,,不确定
"There are fears that terrorists may be looking to target hospitals and other places on the coronavirus (COVID-19) pandemic frontline in the U.K., according to a counter-terrorism officer.
#UK #COVID19 #terrorists  ",1,0.00081852614,,不确定
"The Union Cabinet on Wednesday approved a ¹15,000-crore investment package for the COVID-19 emergency response and health system preparedness, the government said in a statement.
#COVID19 #UnionCabinet
  ",1,0.0005963817,,不确定
"Here are images from around the country as people try to cope with the COVID-19 crisis
#COVID19 #coronavirus  ",1,0.0005579925,,不确定
"The fishermen, mostly adivasis from various regions of Maharashtra's Palghar district, were stranded since March 24, after Prime Minister Narendra Modi announced the nationwide lockdown to curb the spread of COVID-19.
#Maharashtra #COVID19  ",1,0.00060988084,,不确定
"The Union Health Ministry said that 19, 984 have so far been tested #positive for #COVID-19 in the country and there have been 640 deaths

Click here for updates on Day 29 of the coronavirus #lockdown  ",1,0.00071697775,,不确定
"Opinion | Post-COVID-19, whenever that happens, one of the most enduring images of it would be that of the multitudes of #migrant workers who became, all of a sudden, nowhere people, no one's people  ",1,0.0005292625,,不确定
"#Pregnant women residing in clusters/containment areas or in large migration gatherings/evacuee centres in hotspot districts and presenting in labour or likely to deliver in five days should be #tested for #COVID-19 even if asymptomatic

  ",1,0.0010450082,,不确定
"Three new #COVID-19 cases were reported from #Bhadrak district, taking Odisha's total to 82, the State government said  ",1,0.0011268299,,不确定
"A community-based organisation in Mizoram's capital Aizawl has started a doorstep library to kill ""two birds with one stone  beat the COVID-19 lockdown boredom and promote the reading habit.
#Mizoram #books #COVID19  ",1,0.0006699301,,不确定
"Just in |  One death and 92 new COVID-19 cases were reported in Delhi on Wednesday, taking the total deaths to 48 and total number of cases to 2,248, according to the Delhi government.
#COVID19 #Delhi
@ikasnik",1,0.00071875565,,不确定
"Just in | The tally of COVID-19 positive persons in Rajasthan increases to 1,825 with the detection of 153 cases from nine districts today. The highest number of 68 patients were found in Jaipur, followed by 44 in Ajmer, 17 in Tonk and 11 in Jodhpur.
#COVID19 #Rajasthan",1,0.0016580446,,不确定
"Just in | Number of fresh Covid-19 cases in Maharashtra continues to surge relentlessly with 431 cases reported from State on Wednesday, taking cumulative tally to 5649. 18 deaths were reported with the death toll to 269.
- @ShoumojitB
#COVID19 #Maharashtra",1,0.0011101263,,不确定
"Just in: One new COVID-19 case was reported from Jajpur district taking Odisha's total to 83 on Wednesday. With one death so far and recovery of 32 patients, active cases stand at 50 in the State, according to State government.
#COVID19 #Odisha",1,0.0009121449,,不确定
"Just in | 32 new COVID 19 infection cases in West Bengal in past 24 hours. Six person released after recovery in past 24 hours. Active cases rise to 300 as on April 22. Total number of persons recovered 79 as on April 22, reports @shivsahays
#COVID19 #WestBengal",1,0.0025311373,,不确定
"In Opinion

Nicholas Eberstadt writes, ""Outsiders have no real way of gauging whether the Covid-19 epidemic is a threat to the North Korean regime's very survival, but the leadership seems to be reacting as if it thinks so.   ",1,0.00069404795,,不确定
"Tyson Foods closes its largest pork plant after spike in covid-19 infections, raising fears of a meat shortage   ",1,0.00053015666,,不确定
"Trump asks Birx if there's a ""good chance that covid will not come back"" in the fall. 

 pic.twitter.com/MkOLaZSvPx",1,0.0006206908,,不确定
