text,true_label,pred_prob,pred_label,pred_cat
"COVID backlash is worst scenario, says Djokovic's brother  https://uk.reuters.com/article/uk-tennis-serbia-djokovic-idUKKBN23U1GY?taid=5ef21a1d2939cf00014a7b39&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/WnZgfFgYt9",1,99.050835,1.0,真新闻
Sanofi eyes approval of COVID-19 vaccine by first half of 2021  https://uk.reuters.com/article/uk-health-coronavirus-sanofi-vaccine-idUKKBN23U0JX?taid=5ef1a4ecb353e80001154a08&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/jgZgbbnEl8,1,91.234,1.0,真新闻
"UK COVID-19 death toll tops 54,000 including suspected cases - Reuters tally  https://uk.reuters.com/article/uk-health-coronavirus-britain-casualties-idUKKBN23U16H?taid=5ef252735c019a0001ca983a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/04OGmf35jS",1,99.984535,1.0,真新闻
"UK COVID-19 death toll tops 54,000 including suspected cases: Reuters tally  https://uk.reuters.com/article/uk-health-coronavirus-britain-casualties-idUKKBN23U16H?taid=5ef1e1de2939cf00014a7a62&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/6iFlVVxOO9",1,99.984535,1.0,真新闻
Trials with Oxford COVID-19 vaccine start in Brazil  https://uk.reuters.com/article/uk-health-coronavirus-brazil-vaccine-idUKKBN23U1SX?taid=5ef213222939cf00014a7b18&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/jVQ9ufPU6T,1,93.66895,1.0,真新闻
Japan's success in curbing COVID-19 cases now hampers search for cures  https://uk.reuters.com/article/us-health-coronavirus-japan-trials-idUKKBN23V0E9?taid=5ef2e606154a38000139e79f&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/1Y3U5SJDyC,1,98.594795,1.0,真新闻
Airline easyJet raises cash after losses widen due to COVID-19  https://uk.reuters.com/article/us-easyjet-results-idUKKBN23V2IH?taid=5ef3e3244ce8410001ba3186&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/i0pbd7HxIU,1,89.889595,1.0,真新闻
Factbox: Djokovic slammed after testing positive for COVID-19  https://uk.reuters.com/article/uk-health-coronavirus-tennis-djokovic-re-idUKKBN23U2TR?taid=5ef2bbd8154a38000139e70c&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/JVEcH6dcRp,1,68.031555,1.0,真新闻
"Not surprising to see Djokovic test positive for COVID-19, says Murray  https://uk.reuters.com/article/uk-health-coronavirus-tennis-britain-idUKKBN23U35N?taid=5ef325552d01590001d6ffec&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/sdIy2ej0N4",1,83.84406,1.0,真新闻
AstraZeneca taps Scottish firm for tenth COVID-19 vaccine supply deal  https://uk.reuters.com/article/uk-health-coronavirus-astrazeneca-symbio-idUKKBN23V1U7?taid=5ef36b9c2d01590001d700c3&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/XnFSfpMo96,1,99.46063,1.0,真新闻
"easyJet's first-half loss widens as COVID-19 hurts travel, seeks cash  https://uk.reuters.com/article/uk-easyjet-results-idUKKBN23V2I7?taid=5ef39c1302003a000121ab2a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/NApfflSFId",1,83.95127,1.0,真新闻
Antibody test accuracy lower during first 14 days of Covid-19 symptoms  https://www.theguardian.com/world/2020/jun/25/antibody-test-accuracy-lower-during-first-14-days-of-covid-19-symptoms?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1593124000 ,1,0.10716149,1.0,真新闻
England COVID-19 test and trace system fails to reach a quarter of positive cases  https://uk.reuters.com/article/us-health-coronavirus-britain-trace-idUKKBN23W1N5?taid=5ef4cfe089f42300010630da&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/Ev0tZARJB4,1,10.278073,1.0,真新闻
UK beach town raises alarm as huge crowds ignore COVID advice and flock to the coast  https://uk.reuters.com/article/us-health-coronavirus-britain-beaches-idUKKBN23W2HI?taid=5ef5117d4ce8410001466dae&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/l1QPrJ6opt,1,11.858422,1.0,真新闻
UK beach town raises alarm as huge crowds ignore COVID advice and flock to the coast  https://uk.reuters.com/article/us-health-coronavirus-britain-beaches-idUKKBN23W2HI?taid=5ef4d49389f42300010630f2&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/kao6HdtpLL,1,11.858422,1.0,真新闻
Gilead's remdesivir set to become Europe's first COVID-19 therapy  https://uk.reuters.com/article/uk-health-coronavirus-gilead-europe-idUKKBN23W1ZB?taid=5ef4d23b4ce8410001466cbb&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/qkuGF6hsfl,1,87.96091,1.0,真新闻
England COVID-19 test and trace system fails to reach a quarter of positive cases  https://uk.reuters.com/article/uk-health-coronavirus-britain-trace-idUKKBN23W1J3?taid=5ef4e2a389f4230001063135&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/dqWyVxKqeq,1,29.025196,1.0,真新闻
"UK COVID-19 death toll from confirmed cases rises by 149 to 43,230  https://uk.reuters.com/article/uk-health-coronavirus-britain-toll-idUKKBN23W28C?taid=5ef4d8311da48f00010f7480&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/T9wF2wtJlO",1,93.64577,1.0,真新闻
UK beach town raises alarm as huge crowds ignore COVID advice and flock to the coast  https://uk.reuters.com/article/uk-health-coronavirus-britain-beaches-idUKKBN23W2H5?taid=5ef51f8c1da48f00010f75d1&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/RIBNpPmlEX,1,23.64622,1.0,真新闻
Prince William visits Oxford COVID-19 vaccine developers  https://uk.reuters.com/article/uk-britain-royals-william-idUKKBN23V36Y?taid=5ef4064c4ce8410001ba3210&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/xeymCj2066,1,99.05106,1.0,真新闻
"AstraZeneca, Moderna ahead in COVID-19 vaccine race: WHO  https://uk.reuters.com/article/us-health-coronavirus-who-development-idUKKBN23X1WA?taid=5ef654ff1da48f00010f7a75&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/sFtsJcdxtg",1,95.412544,1.0,真新闻
"AstraZeneca, Moderna ahead in COVID-19 vaccine race: WHO  https://uk.reuters.com/article/us-health-coronavirus-who-development-idUKKBN23X1WA?taid=5ef617fd4ce841000146711b&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/Tnmvuo23TW",1,95.412544,1.0,真新闻
Scientists just beginning to understand the many health problems caused by COVID-19  https://uk.reuters.com/article/us-health-coronavirus-effects-idUKKBN23X1BZ?taid=5ef6862589f42300010637a6&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/K6oOm9EoY1,1,24.18115,1.0,真新闻
Scientists just beginning to understand the many health problems caused by COVID-19  https://uk.reuters.com/article/us-health-coronavirus-effects-idUKKBN23X1BZ?taid=5ef6414889f423000106367b&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/t841SDirbU,1,24.18115,1.0,真新闻
Scientists just beginning to understand the many health problems caused by COVID-19  https://uk.reuters.com/article/us-health-coronavirus-effects-idUKKBN23X1BZ?taid=5ef5e46d89f42300010634f6&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/ZcCjmWH005,1,24.18115,1.0,真新闻
BOJ's Kuroda warns second-round effect of COVID-19 may dent economic growth  https://uk.reuters.com/article/uk-japan-economy-boj-idUKKBN23X0E3?taid=5ef5996c89f42300010633f1&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/G3hhHYo4ts,1,98.02704,1.0,真新闻
"EU needs stronger markets watchdog for COVID recovery, Barclays says  https://uk.reuters.com/article/uk-health-coronavirus-eu-markets-idUKKBN23X1PE?taid=5ef61a5f1da48f00010f7971&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/PHwyEsUVX7",1,99.7433,1.0,真新闻
"UK COVID-19 death toll rises to 43,414, up 186  https://uk.reuters.com/article/uk-health-coronavirus-britain-casualties-idUKKBN23X23E?taid=5ef6297b89f423000106360a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/LviHxHUduM",1,99.09524,1.0,真新闻
Bournemouth raises alarm as huge crowds ignore COVID advice and flock to the coast  https://uk.reuters.com/article/uk-health-coronavirus-britain-beaches-idUKKBN23W2H5?taid=5ef572ad1da48f00010f7713&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/2rjfuRjLG9,1,33.834484,1.0,真新闻
"Florida, Arizona hit daily highs for COVID-19 cases  https://uk.reuters.com/article/us-health-coronavirus-usa-idUKKBN23Y0MR?taid=5ef7892f1da48f00010f7e7d&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/JwsGouNjio",1,46.725945,1.0,真新闻
"UK death toll from confirmed COVID-19 cases up 100 to 43,514  https://uk.reuters.com/article/us-health-coronavirus-britain-toll-idUKKBN23Y0N7?taid=5ef76d094ce8410001467572&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/BbXy2MFS52",1,91.81596,1.0,真新闻
UK ditches quarantine for arrivals from low COVID-19 risk countries  https://uk.reuters.com/article/us-health-coronavirus-britain-quarantine-idUKKBN23X2VA?taid=5ef7bb8589f4230001063b4f&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/8yKc0OUvhj,1,98.67279,1.0,真新闻
UK ditches quarantine for arrivals from low COVID-19 risk countries  https://uk.reuters.com/article/us-health-coronavirus-britain-quarantine-idUKKBN23X2VA?taid=5ef780f11da48f00010f7e5f&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/TbQLfvKyLb,1,98.67279,1.0,真新闻
UK ditches quarantine for arrivals from low COVID-19 risk countries  https://uk.reuters.com/article/us-health-coronavirus-britain-quarantine-idUKKBN23X2VA?taid=5ef68d2d4ce84100014672f2&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/nweWqpRE0l,1,98.67279,1.0,真新闻
Brazil signs agreement to produce AstraZeneca's experimental COVID-19 vaccine  https://uk.reuters.com/article/us-health-coronavirus-brazil-vaccine-idUKKBN23Y0NB?taid=5ef785a189f4230001063a98&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/jm6BRywYl1,1,98.45182,1.0,真新闻
"COVID-19 crisis may disrupt Man United transfer plans, says Solskjaer  https://uk.reuters.com/article/uk-soccer-england-nor-mun-preview-idUKKBN23Y07E?taid=5ef6e12e1da48f00010f7c68&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/6sLtpsoqTl",1,97.23888,1.0,真新闻
"Florida, Arizona hit daily highs for COVID-19 cases  https://uk.reuters.com/article/uk-health-coronavirus-usa-idUKKBN23Y0PG?taid=5ef783491da48f00010f7e6c&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/FdYo74ccCD",1,74.77818,1.0,真新闻
"Roche not yet meeting demand for molecular COVID-19 tests, says chairman  https://uk.reuters.com/article/uk-health-coronavirus-treatments-roche-idUKKBN23Y0EH?taid=5ef73cf54ce84100014674f3&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/y7WwGNzOf7",1,95.43063,1.0,真新闻
Liverpool fans celebrating title urged to return home amid COVID-19 worries  https://uk.reuters.com/article/uk-health-coronavirus-soccer-liverpool-idUKKBN23Y04O?taid=5ef6ced21da48f00010f7c20&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/S9DhfP3kUa,1,88.20559,1.0,真新闻
"UK death toll from confirmed COVID-19 cases up 100 to 43,514  https://uk.reuters.com/article/uk-health-coronavirus-britain-toll-idUKKBN23Y0N5?taid=5ef776861da48f00010f7e3a&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/LHW8szDJRA",1,96.08628,1.0,真新闻
Factbox: What doctors have learned about fighting COVID-19  https://uk.reuters.com/article/uk-health-coronavirus-lessons-idUKKBN23Z04I?taid=5ef872551da48f00010f815e&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/QqCEblc9uC,1,11.123534,1.0,真新闻
"UK death toll from confirmed COVID-19 cases up 36 to 43,550  https://uk.reuters.com/article/uk-health-coronavirus-britain-toll-idUKKBN23Z0IB?taid=5ef8bd541da48f00010f8244&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/kWiE91egWN",1,95.08193,1.0,真新闻
Australia sees biggest daily rise in COVID-19 cases in two months  https://uk.reuters.com/article/uk-health-coronavirus-australia-idUKKBN24002B?taid=5ef9673b89f423000106405f&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/laQnRVUjYo,1,95.863525,1.0,真新闻
"Los Angeles records 'alarming' surge in COVID-19 cases to more than 100,000  https://uk.reuters.com/article/uk-health-coronavirus-usa-idUKKBN2401YI?taid=5efa81ae17654f00015aa877&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/8XKKdQ4eAS",1,27.80598,1.0,真新闻
India's first COVID-19 vaccine candidate approved for human trials  https://uk.reuters.com/article/uk-health-coronavirus-india-vaccine-idUKKBN24108V?taid=5efac5a417654f00015aa971&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/MCNINTRYfF,1,95.209404,1.0,真新闻
Global COVID-19 prevention trial of hydroxychloroquine to resume  https://uk.reuters.com/article/uk-health-coronavirus-hydroxychloroquine-idUKKBN2410T2?taid=5efb0758621aa70001d01ccf&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/tNN3w9G6Kt,1,71.96855,1.0,真新闻
Bavaria's free COVID-19 test for all splits Germany  https://uk.reuters.com/article/uk-health-coronavirus-germany-tests-idUKKBN24126I?taid=5efb5ba5621aa70001d01de1&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/4DEGAKDBJE,1,81.53049,1.0,真新闻
Britain locks down city of Leicester after COVID-19 flare-up  https://uk.reuters.com/article/uk-health-coronavirus-britain-leicester-idUKKBN2410QC?taid=5efaf22c17654f00015aaa29&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/kHO2ce1tvq,1,99.661224,1.0,真新闻
UK imposes lockdown on city of Leicester to curb COVID-19 outbreak  https://uk.reuters.com/article/uk-health-coronavirus-britain-leicester-idUKKBN2401JN?taid=5efa9f04621aa70001d01ba5&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter  pic.twitter.com/fFMgArrh7t,1,99.33297,1.0,真新闻
